./bin/a.out
1578058530456:log:Creating QS
1578058530459:log:Creating Q
1578058530459:log:Creating A
1578058530459:log:Dropping QS
1578058530461:log:Dropping Q
1578058530463:log:Dropping A
1578058530483:log:Creating QS
1578058530485:log:Creating Q
1578058530487:log:Creating A
1578058530495:log:Generating data
1578058531484:log:Retrieving data
1,QS0
2,QS1
3,QS2
4,QS3
5,QS4
6,QS5
7,QS6
8,QS7
9,QS8
10,QS9
11,QS10
12,QS11
13,QS12
14,QS13
15,QS14
16,QS15
17,QS16
18,QS17
19,QS18
20,QS19
21,QS20
22,QS21
23,QS22
24,QS23
25,QS24
26,QS25
27,QS26
28,QS27
29,QS28
30,QS29
31,QS30
32,QS31
1578058531485:log:Retrieving data
0,1,QS0,129,Q1,129,A0,0
1,1,QS0,130,Q1,130,A1,0
2,1,QS0,131,Q1,131,A2,0
3,1,QS0,132,Q1,132,A3,0
4,1,QS0,133,Q1,133,A0,0
5,1,QS0,134,Q1,134,A1,0
6,1,QS0,135,Q1,135,A2,0
7,1,QS0,136,Q1,136,A3,0
8,1,QS0,137,Q1,137,A0,0
9,1,QS0,138,Q1,138,A1,0
10,1,QS0,139,Q1,139,A2,0
11,1,QS0,140,Q1,140,A3,0
12,1,QS0,141,Q1,141,A0,0
13,1,QS0,142,Q1,142,A1,0
14,1,QS0,143,Q1,143,A2,0
15,1,QS0,144,Q1,144,A3,0
16,1,QS0,145,Q1,145,A0,0
17,1,QS0,146,Q1,146,A1,0
18,1,QS0,147,Q1,147,A2,0
19,1,QS0,148,Q1,148,A3,0
20,1,QS0,149,Q1,149,A0,0
21,1,QS0,150,Q1,150,A1,0
22,1,QS0,151,Q1,151,A2,0
23,1,QS0,152,Q1,152,A3,0
24,1,QS0,153,Q1,153,A0,0
25,1,QS0,154,Q1,154,A1,0
26,1,QS0,155,Q1,155,A2,0
27,1,QS0,156,Q1,156,A3,0
28,1,QS0,157,Q1,157,A0,0
29,1,QS0,158,Q1,158,A1,0
30,1,QS0,159,Q1,159,A2,0
31,1,QS0,160,Q1,160,A3,0
32,1,QS0,161,Q1,161,A0,0
33,1,QS0,162,Q1,162,A1,0
34,1,QS0,163,Q1,163,A2,0
35,1,QS0,164,Q1,164,A3,0
36,1,QS0,165,Q1,165,A0,0
37,1,QS0,166,Q1,166,A1,0
38,1,QS0,167,Q1,167,A2,0
39,1,QS0,168,Q1,168,A3,0
40,1,QS0,169,Q1,169,A0,0
41,1,QS0,170,Q1,170,A1,0
42,1,QS0,171,Q1,171,A2,0
43,1,QS0,172,Q1,172,A3,0
44,1,QS0,173,Q1,173,A0,0
45,1,QS0,174,Q1,174,A1,0
46,1,QS0,175,Q1,175,A2,0
47,1,QS0,176,Q1,176,A3,0
48,1,QS0,177,Q1,177,A0,0
49,1,QS0,178,Q1,178,A1,0
50,1,QS0,179,Q1,179,A2,0
51,1,QS0,180,Q1,180,A3,0
52,1,QS0,181,Q1,181,A0,0
53,1,QS0,182,Q1,182,A1,0
54,1,QS0,183,Q1,183,A2,0
55,1,QS0,184,Q1,184,A3,0
56,1,QS0,185,Q1,185,A0,0
57,1,QS0,186,Q1,186,A1,0
58,1,QS0,187,Q1,187,A2,0
59,1,QS0,188,Q1,188,A3,0
60,1,QS0,189,Q1,189,A0,0
61,1,QS0,190,Q1,190,A1,0
62,1,QS0,191,Q1,191,A2,0
63,1,QS0,192,Q1,192,A3,0
64,1,QS0,193,Q1,193,A0,0
65,1,QS0,194,Q1,194,A1,0
66,1,QS0,195,Q1,195,A2,0
67,1,QS0,196,Q1,196,A3,0
68,1,QS0,197,Q1,197,A0,0
69,1,QS0,198,Q1,198,A1,0
70,1,QS0,199,Q1,199,A2,0
71,1,QS0,200,Q1,200,A3,0
72,1,QS0,201,Q1,201,A0,0
73,1,QS0,202,Q1,202,A1,0
74,1,QS0,203,Q1,203,A2,0
75,1,QS0,204,Q1,204,A3,0
76,1,QS0,205,Q1,205,A0,0
77,1,QS0,206,Q1,206,A1,0
78,1,QS0,207,Q1,207,A2,0
79,1,QS0,208,Q1,208,A3,0
80,1,QS0,209,Q1,209,A0,0
81,1,QS0,210,Q1,210,A1,0
82,1,QS0,211,Q1,211,A2,0
83,1,QS0,212,Q1,212,A3,0
84,1,QS0,213,Q1,213,A0,0
85,1,QS0,214,Q1,214,A1,0
86,1,QS0,215,Q1,215,A2,0
87,1,QS0,216,Q1,216,A3,0
88,1,QS0,217,Q1,217,A0,0
89,1,QS0,218,Q1,218,A1,0
90,1,QS0,219,Q1,219,A2,0
91,1,QS0,220,Q1,220,A3,0
92,1,QS0,221,Q1,221,A0,0
93,1,QS0,222,Q1,222,A1,0
94,1,QS0,223,Q1,223,A2,0
95,1,QS0,224,Q1,224,A3,0
96,1,QS0,225,Q1,225,A0,0
97,1,QS0,226,Q1,226,A1,0
98,1,QS0,227,Q1,227,A2,0
99,1,QS0,228,Q1,228,A3,0
100,1,QS0,229,Q1,229,A0,0
101,1,QS0,230,Q1,230,A1,0
102,1,QS0,231,Q1,231,A2,0
103,1,QS0,232,Q1,232,A3,0
104,1,QS0,233,Q1,233,A0,0
105,1,QS0,234,Q1,234,A1,0
106,1,QS0,235,Q1,235,A2,0
107,1,QS0,236,Q1,236,A3,0
108,1,QS0,237,Q1,237,A0,0
109,1,QS0,238,Q1,238,A1,0
110,1,QS0,239,Q1,239,A2,0
111,1,QS0,240,Q1,240,A3,0
112,1,QS0,241,Q1,241,A0,0
113,1,QS0,242,Q1,242,A1,0
114,1,QS0,243,Q1,243,A2,0
115,1,QS0,244,Q1,244,A3,0
116,1,QS0,245,Q1,245,A0,0
117,1,QS0,246,Q1,246,A1,0
118,1,QS0,247,Q1,247,A2,0
119,1,QS0,248,Q1,248,A3,0
120,1,QS0,249,Q1,249,A0,0
121,1,QS0,250,Q1,250,A1,0
122,1,QS0,251,Q1,251,A2,0
123,1,QS0,252,Q1,252,A3,0
124,1,QS0,253,Q1,253,A0,0
125,1,QS0,254,Q1,254,A1,0
126,1,QS0,255,Q1,255,A2,0
127,1,QS0,256,Q1,256,A3,0
128,2,QS1,257,Q2,257,A0,0
129,2,QS1,258,Q2,258,A1,0
130,2,QS1,259,Q2,259,A2,0
131,2,QS1,260,Q2,260,A3,0
132,2,QS1,261,Q2,261,A0,0
133,2,QS1,262,Q2,262,A1,0
134,2,QS1,263,Q2,263,A2,0
135,2,QS1,264,Q2,264,A3,0
136,2,QS1,265,Q2,265,A0,0
137,2,QS1,266,Q2,266,A1,0
138,2,QS1,267,Q2,267,A2,0
139,2,QS1,268,Q2,268,A3,0
140,2,QS1,269,Q2,269,A0,0
141,2,QS1,270,Q2,270,A1,0
142,2,QS1,271,Q2,271,A2,0
143,2,QS1,272,Q2,272,A3,0
144,2,QS1,273,Q2,273,A0,0
145,2,QS1,274,Q2,274,A1,0
146,2,QS1,275,Q2,275,A2,0
147,2,QS1,276,Q2,276,A3,0
148,2,QS1,277,Q2,277,A0,0
149,2,QS1,278,Q2,278,A1,0
150,2,QS1,279,Q2,279,A2,0
151,2,QS1,280,Q2,280,A3,0
152,2,QS1,281,Q2,281,A0,0
153,2,QS1,282,Q2,282,A1,0
154,2,QS1,283,Q2,283,A2,0
155,2,QS1,284,Q2,284,A3,0
156,2,QS1,285,Q2,285,A0,0
157,2,QS1,286,Q2,286,A1,0
158,2,QS1,287,Q2,287,A2,0
159,2,QS1,288,Q2,288,A3,0
160,2,QS1,289,Q2,289,A0,0
161,2,QS1,290,Q2,290,A1,0
162,2,QS1,291,Q2,291,A2,0
163,2,QS1,292,Q2,292,A3,0
164,2,QS1,293,Q2,293,A0,0
165,2,QS1,294,Q2,294,A1,0
166,2,QS1,295,Q2,295,A2,0
167,2,QS1,296,Q2,296,A3,0
168,2,QS1,297,Q2,297,A0,0
169,2,QS1,298,Q2,298,A1,0
170,2,QS1,299,Q2,299,A2,0
171,2,QS1,300,Q2,300,A3,0
172,2,QS1,301,Q2,301,A0,0
173,2,QS1,302,Q2,302,A1,0
174,2,QS1,303,Q2,303,A2,0
175,2,QS1,304,Q2,304,A3,0
176,2,QS1,305,Q2,305,A0,0
177,2,QS1,306,Q2,306,A1,0
178,2,QS1,307,Q2,307,A2,0
179,2,QS1,308,Q2,308,A3,0
180,2,QS1,309,Q2,309,A0,0
181,2,QS1,310,Q2,310,A1,0
182,2,QS1,311,Q2,311,A2,0
183,2,QS1,312,Q2,312,A3,0
184,2,QS1,313,Q2,313,A0,0
185,2,QS1,314,Q2,314,A1,0
186,2,QS1,315,Q2,315,A2,0
187,2,QS1,316,Q2,316,A3,0
188,2,QS1,317,Q2,317,A0,0
189,2,QS1,318,Q2,318,A1,0
190,2,QS1,319,Q2,319,A2,0
191,2,QS1,320,Q2,320,A3,0
192,2,QS1,321,Q2,321,A0,0
193,2,QS1,322,Q2,322,A1,0
194,2,QS1,323,Q2,323,A2,0
195,2,QS1,324,Q2,324,A3,0
196,2,QS1,325,Q2,325,A0,0
197,2,QS1,326,Q2,326,A1,0
198,2,QS1,327,Q2,327,A2,0
199,2,QS1,328,Q2,328,A3,0
200,2,QS1,329,Q2,329,A0,0
201,2,QS1,330,Q2,330,A1,0
202,2,QS1,331,Q2,331,A2,0
203,2,QS1,332,Q2,332,A3,0
204,2,QS1,333,Q2,333,A0,0
205,2,QS1,334,Q2,334,A1,0
206,2,QS1,335,Q2,335,A2,0
207,2,QS1,336,Q2,336,A3,0
208,2,QS1,337,Q2,337,A0,0
209,2,QS1,338,Q2,338,A1,0
210,2,QS1,339,Q2,339,A2,0
211,2,QS1,340,Q2,340,A3,0
212,2,QS1,341,Q2,341,A0,0
213,2,QS1,342,Q2,342,A1,0
214,2,QS1,343,Q2,343,A2,0
215,2,QS1,344,Q2,344,A3,0
216,2,QS1,345,Q2,345,A0,0
217,2,QS1,346,Q2,346,A1,0
218,2,QS1,347,Q2,347,A2,0
219,2,QS1,348,Q2,348,A3,0
220,2,QS1,349,Q2,349,A0,0
221,2,QS1,350,Q2,350,A1,0
222,2,QS1,351,Q2,351,A2,0
223,2,QS1,352,Q2,352,A3,0
224,2,QS1,353,Q2,353,A0,0
225,2,QS1,354,Q2,354,A1,0
226,2,QS1,355,Q2,355,A2,0
227,2,QS1,356,Q2,356,A3,0
228,2,QS1,357,Q2,357,A0,0
229,2,QS1,358,Q2,358,A1,0
230,2,QS1,359,Q2,359,A2,0
231,2,QS1,360,Q2,360,A3,0
232,2,QS1,361,Q2,361,A0,0
233,2,QS1,362,Q2,362,A1,0
234,2,QS1,363,Q2,363,A2,0
235,2,QS1,364,Q2,364,A3,0
236,2,QS1,365,Q2,365,A0,0
237,2,QS1,366,Q2,366,A1,0
238,2,QS1,367,Q2,367,A2,0
239,2,QS1,368,Q2,368,A3,0
240,2,QS1,369,Q2,369,A0,0
241,2,QS1,370,Q2,370,A1,0
242,2,QS1,371,Q2,371,A2,0
243,2,QS1,372,Q2,372,A3,0
244,2,QS1,373,Q2,373,A0,0
245,2,QS1,374,Q2,374,A1,0
246,2,QS1,375,Q2,375,A2,0
247,2,QS1,376,Q2,376,A3,0
248,2,QS1,377,Q2,377,A0,0
249,2,QS1,378,Q2,378,A1,0
250,2,QS1,379,Q2,379,A2,0
251,2,QS1,380,Q2,380,A3,0
252,2,QS1,381,Q2,381,A0,0
253,2,QS1,382,Q2,382,A1,0
254,2,QS1,383,Q2,383,A2,0
255,2,QS1,384,Q2,384,A3,0
256,3,QS2,385,Q3,385,A0,0
257,3,QS2,386,Q3,386,A1,0
258,3,QS2,387,Q3,387,A2,0
259,3,QS2,388,Q3,388,A3,0
260,3,QS2,389,Q3,389,A0,0
261,3,QS2,390,Q3,390,A1,0
262,3,QS2,391,Q3,391,A2,0
263,3,QS2,392,Q3,392,A3,0
264,3,QS2,393,Q3,393,A0,0
265,3,QS2,394,Q3,394,A1,0
266,3,QS2,395,Q3,395,A2,0
267,3,QS2,396,Q3,396,A3,0
268,3,QS2,397,Q3,397,A0,0
269,3,QS2,398,Q3,398,A1,0
270,3,QS2,399,Q3,399,A2,0
271,3,QS2,400,Q3,400,A3,0
272,3,QS2,401,Q3,401,A0,0
273,3,QS2,402,Q3,402,A1,0
274,3,QS2,403,Q3,403,A2,0
275,3,QS2,404,Q3,404,A3,0
276,3,QS2,405,Q3,405,A0,0
277,3,QS2,406,Q3,406,A1,0
278,3,QS2,407,Q3,407,A2,0
279,3,QS2,408,Q3,408,A3,0
280,3,QS2,409,Q3,409,A0,0
281,3,QS2,410,Q3,410,A1,0
282,3,QS2,411,Q3,411,A2,0
283,3,QS2,412,Q3,412,A3,0
284,3,QS2,413,Q3,413,A0,0
285,3,QS2,414,Q3,414,A1,0
286,3,QS2,415,Q3,415,A2,0
287,3,QS2,416,Q3,416,A3,0
288,3,QS2,417,Q3,417,A0,0
289,3,QS2,418,Q3,418,A1,0
290,3,QS2,419,Q3,419,A2,0
291,3,QS2,420,Q3,420,A3,0
292,3,QS2,421,Q3,421,A0,0
293,3,QS2,422,Q3,422,A1,0
294,3,QS2,423,Q3,423,A2,0
295,3,QS2,424,Q3,424,A3,0
296,3,QS2,425,Q3,425,A0,0
297,3,QS2,426,Q3,426,A1,0
298,3,QS2,427,Q3,427,A2,0
299,3,QS2,428,Q3,428,A3,0
300,3,QS2,429,Q3,429,A0,0
301,3,QS2,430,Q3,430,A1,0
302,3,QS2,431,Q3,431,A2,0
303,3,QS2,432,Q3,432,A3,0
304,3,QS2,433,Q3,433,A0,0
305,3,QS2,434,Q3,434,A1,0
306,3,QS2,435,Q3,435,A2,0
307,3,QS2,436,Q3,436,A3,0
308,3,QS2,437,Q3,437,A0,0
309,3,QS2,438,Q3,438,A1,0
310,3,QS2,439,Q3,439,A2,0
311,3,QS2,440,Q3,440,A3,0
312,3,QS2,441,Q3,441,A0,0
313,3,QS2,442,Q3,442,A1,0
314,3,QS2,443,Q3,443,A2,0
315,3,QS2,444,Q3,444,A3,0
316,3,QS2,445,Q3,445,A0,0
317,3,QS2,446,Q3,446,A1,0
318,3,QS2,447,Q3,447,A2,0
319,3,QS2,448,Q3,448,A3,0
320,3,QS2,449,Q3,449,A0,0
321,3,QS2,450,Q3,450,A1,0
322,3,QS2,451,Q3,451,A2,0
323,3,QS2,452,Q3,452,A3,0
324,3,QS2,453,Q3,453,A0,0
325,3,QS2,454,Q3,454,A1,0
326,3,QS2,455,Q3,455,A2,0
327,3,QS2,456,Q3,456,A3,0
328,3,QS2,457,Q3,457,A0,0
329,3,QS2,458,Q3,458,A1,0
330,3,QS2,459,Q3,459,A2,0
331,3,QS2,460,Q3,460,A3,0
332,3,QS2,461,Q3,461,A0,0
333,3,QS2,462,Q3,462,A1,0
334,3,QS2,463,Q3,463,A2,0
335,3,QS2,464,Q3,464,A3,0
336,3,QS2,465,Q3,465,A0,0
337,3,QS2,466,Q3,466,A1,0
338,3,QS2,467,Q3,467,A2,0
339,3,QS2,468,Q3,468,A3,0
340,3,QS2,469,Q3,469,A0,0
341,3,QS2,470,Q3,470,A1,0
342,3,QS2,471,Q3,471,A2,0
343,3,QS2,472,Q3,472,A3,0
344,3,QS2,473,Q3,473,A0,0
345,3,QS2,474,Q3,474,A1,0
346,3,QS2,475,Q3,475,A2,0
347,3,QS2,476,Q3,476,A3,0
348,3,QS2,477,Q3,477,A0,0
349,3,QS2,478,Q3,478,A1,0
350,3,QS2,479,Q3,479,A2,0
351,3,QS2,480,Q3,480,A3,0
352,3,QS2,481,Q3,481,A0,0
353,3,QS2,482,Q3,482,A1,0
354,3,QS2,483,Q3,483,A2,0
355,3,QS2,484,Q3,484,A3,0
356,3,QS2,485,Q3,485,A0,0
357,3,QS2,486,Q3,486,A1,0
358,3,QS2,487,Q3,487,A2,0
